# test name,category,real vulnerability,CWE
# Ruby SAST Benchmark v0.3.1
# 1288 test cases (644 TP / 644 TN), 27 CWE categories
BenchmarkTest00624,authnfailure,true,287
BenchmarkTest00115,authnfailure,true,287
BenchmarkTest00389,authnfailure,true,287
BenchmarkTest00681,authnfailure,true,287
BenchmarkTest00958,authnfailure,true,287
BenchmarkTest00237,authnfailure,true,287
BenchmarkTest01187,authnfailure,true,287
BenchmarkTest00113,authnfailure,true,287
BenchmarkTest00849,authnfailure,true,287
BenchmarkTest00054,authnfailure,true,287
BenchmarkTest00218,authnfailure,true,287
BenchmarkTest00520,authnfailure,true,287
BenchmarkTest00327,authnfailure,false,287
BenchmarkTest00629,authnfailure,false,287
BenchmarkTest00581,authnfailure,false,287
BenchmarkTest01230,authnfailure,false,287
BenchmarkTest01116,authnfailure,false,287
BenchmarkTest00509,authnfailure,false,287
BenchmarkTest00476,authnfailure,false,287
BenchmarkTest00185,authnfailure,false,287
BenchmarkTest00325,authnfailure,false,287
BenchmarkTest01052,authnfailure,false,287
BenchmarkTest00118,authnfailure,false,287
BenchmarkTest00835,authnfailure,false,287
BenchmarkTest00224,authnfailure,false,287
BenchmarkTest01268,authnfailure,false,287
BenchmarkTest01203,authnfailure,false,287
BenchmarkTest01153,unsafereflect,true,470
BenchmarkTest00907,unsafereflect,true,470
BenchmarkTest00338,unsafereflect,true,470
BenchmarkTest00848,unsafereflect,true,470
BenchmarkTest00193,unsafereflect,true,470
BenchmarkTest00432,unsafereflect,true,470
BenchmarkTest00401,unsafereflect,true,470
BenchmarkTest00135,unsafereflect,true,470
BenchmarkTest00471,unsafereflect,true,470
BenchmarkTest01209,unsafereflect,true,470
BenchmarkTest00398,unsafereflect,true,470
BenchmarkTest01102,unsafereflect,true,470
BenchmarkTest01135,unsafereflect,true,470
BenchmarkTest00495,unsafereflect,true,470
BenchmarkTest00713,unsafereflect,true,470
BenchmarkTest00863,unsafereflect,false,470
BenchmarkTest00638,unsafereflect,false,470
BenchmarkTest00970,unsafereflect,false,470
BenchmarkTest01020,unsafereflect,false,470
BenchmarkTest00170,unsafereflect,false,470
BenchmarkTest01236,unsafereflect,false,470
BenchmarkTest00128,unsafereflect,false,470
BenchmarkTest00969,unsafereflect,false,470
BenchmarkTest00663,unsafereflect,false,470
BenchmarkTest00297,unsafereflect,false,470
BenchmarkTest01288,unsafereflect,false,470
BenchmarkTest00365,unsafereflect,false,470
BenchmarkTest01043,unsafereflect,false,470
BenchmarkTest00944,unsafereflect,false,470
BenchmarkTest00517,unsafereflect,false,470
BenchmarkTest00932,ssti,true,1336
BenchmarkTest01258,ssti,true,1336
BenchmarkTest00232,ssti,true,1336
BenchmarkTest00074,ssti,true,1336
BenchmarkTest00925,ssti,true,1336
BenchmarkTest00601,ssti,true,1336
BenchmarkTest00852,ssti,true,1336
BenchmarkTest00276,ssti,true,1336
BenchmarkTest00948,ssti,true,1336
BenchmarkTest00425,ssti,true,1336
BenchmarkTest00124,ssti,true,1336
BenchmarkTest00408,ssti,true,1336
BenchmarkTest00533,ssti,true,1336
BenchmarkTest00860,ssti,true,1336
BenchmarkTest00337,ssti,true,1336
BenchmarkTest00157,ssti,false,1336
BenchmarkTest00984,ssti,false,1336
BenchmarkTest00715,ssti,false,1336
BenchmarkTest00689,ssti,false,1336
BenchmarkTest00288,ssti,false,1336
BenchmarkTest00646,ssti,false,1336
BenchmarkTest00220,ssti,false,1336
BenchmarkTest00108,ssti,false,1336
BenchmarkTest01129,ssti,false,1336
BenchmarkTest01034,ssti,false,1336
BenchmarkTest00151,ssti,false,1336
BenchmarkTest00340,ssti,false,1336
BenchmarkTest00539,ssti,false,1336
BenchmarkTest01276,ssti,false,1336
BenchmarkTest00371,ssti,false,1336
BenchmarkTest00085,codeinj,true,94
BenchmarkTest00899,codeinj,true,94
BenchmarkTest00279,codeinj,true,94
BenchmarkTest00441,codeinj,true,94
BenchmarkTest01061,codeinj,true,94
BenchmarkTest00754,codeinj,true,94
BenchmarkTest00898,codeinj,true,94
BenchmarkTest01260,codeinj,true,94
BenchmarkTest00922,codeinj,true,94
BenchmarkTest00510,codeinj,true,94
BenchmarkTest01127,codeinj,true,94
BenchmarkTest01275,codeinj,true,94
BenchmarkTest01038,codeinj,true,94
BenchmarkTest01066,codeinj,true,94
BenchmarkTest00794,codeinj,true,94
BenchmarkTest01029,codeinj,false,94
BenchmarkTest01197,codeinj,false,94
BenchmarkTest01259,codeinj,false,94
BenchmarkTest01253,codeinj,false,94
BenchmarkTest00444,codeinj,false,94
BenchmarkTest01077,codeinj,false,94
BenchmarkTest00842,codeinj,false,94
BenchmarkTest00920,codeinj,false,94
BenchmarkTest00275,codeinj,false,94
BenchmarkTest00478,codeinj,false,94
BenchmarkTest00496,codeinj,false,94
BenchmarkTest00189,codeinj,false,94
BenchmarkTest00464,codeinj,false,94
BenchmarkTest00127,codeinj,false,94
BenchmarkTest01078,codeinj,false,94
BenchmarkTest01161,massassign,true,915
BenchmarkTest00160,massassign,true,915
BenchmarkTest00037,massassign,true,915
BenchmarkTest00631,massassign,true,915
BenchmarkTest01277,massassign,true,915
BenchmarkTest01140,massassign,true,915
BenchmarkTest00883,massassign,true,915
BenchmarkTest00089,massassign,true,915
BenchmarkTest00373,massassign,true,915
BenchmarkTest00315,massassign,true,915
BenchmarkTest00841,massassign,true,915
BenchmarkTest00850,massassign,true,915
BenchmarkTest01092,massassign,true,915
BenchmarkTest01151,massassign,true,915
BenchmarkTest00206,massassign,true,915
BenchmarkTest00104,massassign,false,915
BenchmarkTest01193,massassign,false,915
BenchmarkTest00511,massassign,false,915
BenchmarkTest00915,massassign,false,915
BenchmarkTest00173,massassign,false,915
BenchmarkTest00694,massassign,false,915
BenchmarkTest00079,massassign,false,915
BenchmarkTest00421,massassign,false,915
BenchmarkTest00802,massassign,false,915
BenchmarkTest00943,massassign,false,915
BenchmarkTest00977,massassign,false,915
BenchmarkTest00620,massassign,false,915
BenchmarkTest00344,massassign,false,915
BenchmarkTest00811,massassign,false,915
BenchmarkTest01155,massassign,false,915
BenchmarkTest01079,fileinclusion,true,98
BenchmarkTest00558,fileinclusion,true,98
BenchmarkTest00630,fileinclusion,true,98
BenchmarkTest01237,fileinclusion,true,98
BenchmarkTest00905,fileinclusion,true,98
BenchmarkTest00181,fileinclusion,true,98
BenchmarkTest00081,fileinclusion,true,98
BenchmarkTest00223,fileinclusion,true,98
BenchmarkTest00030,fileinclusion,true,98
BenchmarkTest00165,fileinclusion,true,98
BenchmarkTest01073,fileinclusion,true,98
BenchmarkTest00292,fileinclusion,true,98
BenchmarkTest00312,fileinclusion,true,98
BenchmarkTest00448,fileinclusion,true,98
BenchmarkTest00489,fileinclusion,true,98
BenchmarkTest00704,fileinclusion,false,98
BenchmarkTest00134,fileinclusion,false,98
BenchmarkTest00816,fileinclusion,false,98
BenchmarkTest00643,fileinclusion,false,98
BenchmarkTest01060,fileinclusion,false,98
BenchmarkTest00825,fileinclusion,false,98
BenchmarkTest00550,fileinclusion,false,98
BenchmarkTest00114,fileinclusion,false,98
BenchmarkTest00348,fileinclusion,false,98
BenchmarkTest01214,fileinclusion,false,98
BenchmarkTest00676,fileinclusion,false,98
BenchmarkTest00909,fileinclusion,false,98
BenchmarkTest00383,fileinclusion,false,98
BenchmarkTest00763,fileinclusion,false,98
BenchmarkTest00934,fileinclusion,false,98
BenchmarkTest00148,weakrand,true,330
BenchmarkTest00007,weakrand,true,330
BenchmarkTest00445,weakrand,true,330
BenchmarkTest00070,weakrand,true,330
BenchmarkTest00092,weakrand,true,330
BenchmarkTest00815,weakrand,true,330
BenchmarkTest00120,weakrand,true,330
BenchmarkTest00855,weakrand,true,330
BenchmarkTest00795,weakrand,true,330
BenchmarkTest00011,weakrand,true,330
BenchmarkTest00343,weakrand,true,330
BenchmarkTest00650,weakrand,true,330
BenchmarkTest00502,weakrand,true,330
BenchmarkTest00214,weakrand,true,330
BenchmarkTest00743,weakrand,true,330
BenchmarkTest00771,weakrand,false,330
BenchmarkTest01115,weakrand,false,330
BenchmarkTest01244,weakrand,false,330
BenchmarkTest00628,weakrand,false,330
BenchmarkTest00251,weakrand,false,330
BenchmarkTest00746,weakrand,false,330
BenchmarkTest00152,weakrand,false,330
BenchmarkTest00703,weakrand,false,330
BenchmarkTest01228,weakrand,false,330
BenchmarkTest01144,weakrand,false,330
BenchmarkTest00987,weakrand,false,330
BenchmarkTest00420,weakrand,false,330
BenchmarkTest00498,weakrand,false,330
BenchmarkTest00957,weakrand,false,330
BenchmarkTest00234,weakrand,false,330
BenchmarkTest01128,securecookie,true,614
BenchmarkTest00480,securecookie,true,614
BenchmarkTest00412,securecookie,true,614
BenchmarkTest01085,securecookie,true,614
BenchmarkTest01170,securecookie,true,614
BenchmarkTest01238,securecookie,true,614
BenchmarkTest00045,securecookie,true,614
BenchmarkTest00700,securecookie,true,614
BenchmarkTest00555,securecookie,true,614
BenchmarkTest01240,securecookie,true,614
BenchmarkTest00834,securecookie,true,614
BenchmarkTest00589,securecookie,true,614
BenchmarkTest00560,securecookie,true,614
BenchmarkTest00871,securecookie,true,614
BenchmarkTest01239,securecookie,true,614
BenchmarkTest00936,securecookie,false,614
BenchmarkTest00475,securecookie,false,614
BenchmarkTest01181,securecookie,false,614
BenchmarkTest00142,securecookie,false,614
BenchmarkTest01226,securecookie,false,614
BenchmarkTest00358,securecookie,false,614
BenchmarkTest00072,securecookie,false,614
BenchmarkTest01146,securecookie,false,614
BenchmarkTest00963,securecookie,false,614
BenchmarkTest01110,securecookie,false,614
BenchmarkTest00163,securecookie,false,614
BenchmarkTest00843,securecookie,false,614
BenchmarkTest00180,securecookie,false,614
BenchmarkTest00036,securecookie,false,614
BenchmarkTest00583,securecookie,false,614
BenchmarkTest01225,weakcipher,true,327
BenchmarkTest00554,weakcipher,true,327
BenchmarkTest01167,weakcipher,true,327
BenchmarkTest01198,weakcipher,true,327
BenchmarkTest01041,weakcipher,true,327
BenchmarkTest00240,weakcipher,true,327
BenchmarkTest00678,weakcipher,true,327
BenchmarkTest00023,weakcipher,true,327
BenchmarkTest00172,weakcipher,true,327
BenchmarkTest00466,weakcipher,true,327
BenchmarkTest00742,weakcipher,true,327
BenchmarkTest00573,weakcipher,true,327
BenchmarkTest01024,weakcipher,true,327
BenchmarkTest00546,weakcipher,true,327
BenchmarkTest00155,weakcipher,true,327
BenchmarkTest00529,weakcipher,false,327
BenchmarkTest00887,weakcipher,false,327
BenchmarkTest00983,weakcipher,false,327
BenchmarkTest00979,weakcipher,false,327
BenchmarkTest00242,weakcipher,false,327
BenchmarkTest00726,weakcipher,false,327
BenchmarkTest00176,weakcipher,false,327
BenchmarkTest00378,weakcipher,false,327
BenchmarkTest00233,weakcipher,false,327
BenchmarkTest01178,weakcipher,false,327
BenchmarkTest00346,weakcipher,false,327
BenchmarkTest00257,weakcipher,false,327
BenchmarkTest00600,weakcipher,false,327
BenchmarkTest00543,weakcipher,false,327
BenchmarkTest00637,weakcipher,false,327
BenchmarkTest00644,weakhash,true,328
BenchmarkTest01261,weakhash,true,328
BenchmarkTest00507,weakhash,true,328
BenchmarkTest00889,weakhash,true,328
BenchmarkTest00434,weakhash,true,328
BenchmarkTest00791,weakhash,true,328
BenchmarkTest00931,weakhash,true,328
BenchmarkTest00837,weakhash,true,328
BenchmarkTest00426,weakhash,true,328
BenchmarkTest00792,weakhash,true,328
BenchmarkTest00423,weakhash,true,328
BenchmarkTest00088,weakhash,true,328
BenchmarkTest00881,weakhash,true,328
BenchmarkTest00341,weakhash,true,328
BenchmarkTest00632,weakhash,true,328
BenchmarkTest00719,weakhash,false,328
BenchmarkTest00884,weakhash,false,328
BenchmarkTest00245,weakhash,false,328
BenchmarkTest00116,weakhash,false,328
BenchmarkTest00017,weakhash,false,328
BenchmarkTest00677,weakhash,false,328
BenchmarkTest00022,weakhash,false,328
BenchmarkTest00946,weakhash,false,328
BenchmarkTest01199,weakhash,false,328
BenchmarkTest00955,weakhash,false,328
BenchmarkTest01021,weakhash,false,328
BenchmarkTest01007,weakhash,false,328
BenchmarkTest01224,weakhash,false,328
BenchmarkTest00585,weakhash,false,328
BenchmarkTest00752,weakhash,false,328
BenchmarkTest00138,loginjection,true,117
BenchmarkTest00735,loginjection,true,117
BenchmarkTest00747,loginjection,true,117
BenchmarkTest00622,loginjection,true,117
BenchmarkTest00049,loginjection,true,117
BenchmarkTest00505,loginjection,true,117
BenchmarkTest00618,loginjection,true,117
BenchmarkTest00708,loginjection,true,117
BenchmarkTest00470,loginjection,true,117
BenchmarkTest00052,loginjection,true,117
BenchmarkTest00199,loginjection,true,117
BenchmarkTest00761,loginjection,true,117
BenchmarkTest01008,loginjection,true,117
BenchmarkTest01141,loginjection,true,117
BenchmarkTest00211,loginjection,true,117
BenchmarkTest00034,loginjection,false,117
BenchmarkTest00187,loginjection,false,117
BenchmarkTest00793,loginjection,false,117
BenchmarkTest00530,loginjection,false,117
BenchmarkTest00534,loginjection,false,117
BenchmarkTest01284,loginjection,false,117
BenchmarkTest00687,loginjection,false,117
BenchmarkTest01136,loginjection,false,117
BenchmarkTest00919,loginjection,false,117
BenchmarkTest00892,loginjection,false,117
BenchmarkTest00882,loginjection,false,117
BenchmarkTest00697,loginjection,false,117
BenchmarkTest00019,loginjection,false,117
BenchmarkTest00874,loginjection,false,117
BenchmarkTest00906,loginjection,false,117
BenchmarkTest01162,redirect,true,601
BenchmarkTest00853,redirect,true,601
BenchmarkTest00162,redirect,true,601
BenchmarkTest00263,redirect,true,601
BenchmarkTest00289,redirect,true,601
BenchmarkTest00213,redirect,true,601
BenchmarkTest00477,redirect,true,601
BenchmarkTest01093,redirect,true,601
BenchmarkTest00627,redirect,true,601
BenchmarkTest00102,redirect,true,601
BenchmarkTest00419,redirect,true,601
BenchmarkTest00565,redirect,true,601
BenchmarkTest00259,redirect,true,601
BenchmarkTest00572,redirect,true,601
BenchmarkTest00656,redirect,true,601
BenchmarkTest01001,redirect,false,601
BenchmarkTest01221,redirect,false,601
BenchmarkTest01111,redirect,false,601
BenchmarkTest01272,redirect,false,601
BenchmarkTest00058,redirect,false,601
BenchmarkTest00611,redirect,false,601
BenchmarkTest00762,redirect,false,601
BenchmarkTest00729,redirect,false,601
BenchmarkTest00270,redirect,false,601
BenchmarkTest00740,redirect,false,601
BenchmarkTest00867,redirect,false,601
BenchmarkTest00587,redirect,false,601
BenchmarkTest00939,redirect,false,601
BenchmarkTest00961,redirect,false,601
BenchmarkTest00569,pathtraver,true,22
BenchmarkTest00698,pathtraver,true,22
BenchmarkTest00265,pathtraver,true,22
BenchmarkTest01150,pathtraver,true,22
BenchmarkTest00090,pathtraver,true,22
BenchmarkTest00272,pathtraver,true,22
BenchmarkTest01033,pathtraver,true,22
BenchmarkTest00080,pathtraver,true,22
BenchmarkTest00552,pathtraver,true,22
BenchmarkTest00813,pathtraver,true,22
BenchmarkTest00305,pathtraver,true,22
BenchmarkTest00219,pathtraver,true,22
BenchmarkTest00321,pathtraver,true,22
BenchmarkTest00941,pathtraver,true,22
BenchmarkTest00457,pathtraver,true,22
BenchmarkTest01013,pathtraver,false,22
BenchmarkTest00442,pathtraver,false,22
BenchmarkTest00784,pathtraver,false,22
BenchmarkTest01058,pathtraver,false,22
BenchmarkTest00439,pathtraver,false,22
BenchmarkTest01054,pathtraver,false,22
BenchmarkTest00989,pathtraver,false,22
BenchmarkTest00483,pathtraver,false,22
BenchmarkTest00838,pathtraver,false,22
BenchmarkTest00481,pathtraver,false,22
BenchmarkTest00859,pathtraver,false,22
BenchmarkTest00217,pathtraver,false,22
BenchmarkTest00239,pathtraver,false,22
BenchmarkTest00075,pathtraver,false,22
BenchmarkTest00679,ssrf,true,918
BenchmarkTest01235,ssrf,true,918
BenchmarkTest00285,ssrf,true,918
BenchmarkTest00972,ssrf,true,918
BenchmarkTest00076,ssrf,true,918
BenchmarkTest00005,ssrf,true,918
BenchmarkTest00497,ssrf,true,918
BenchmarkTest00503,ssrf,true,918
BenchmarkTest00636,ssrf,true,918
BenchmarkTest00633,ssrf,true,918
BenchmarkTest00818,ssrf,true,918
BenchmarkTest00247,ssrf,true,918
BenchmarkTest01213,ssrf,true,918
BenchmarkTest00175,ssrf,true,918
BenchmarkTest01283,ssrf,true,918
BenchmarkTest00876,ssrf,false,918
BenchmarkTest00690,ssrf,false,918
BenchmarkTest00820,ssrf,false,918
BenchmarkTest01271,ssrf,false,918
BenchmarkTest00750,ssrf,false,918
BenchmarkTest00473,ssrf,false,918
BenchmarkTest01195,ssrf,false,918
BenchmarkTest00683,ssrf,false,918
BenchmarkTest00712,ssrf,false,918
BenchmarkTest00329,ssrf,false,918
BenchmarkTest00869,ssrf,false,918
BenchmarkTest00732,ssrf,false,918
BenchmarkTest01252,ssrf,false,918
BenchmarkTest00368,ssrf,false,918
BenchmarkTest00280,ssrf,false,918
BenchmarkTest00901,ldapi,true,90
BenchmarkTest01159,ldapi,true,90
BenchmarkTest00654,ldapi,true,90
BenchmarkTest00443,ldapi,true,90
BenchmarkTest00996,ldapi,true,90
BenchmarkTest00733,ldapi,true,90
BenchmarkTest01089,ldapi,true,90
BenchmarkTest00301,ldapi,true,90
BenchmarkTest00467,ldapi,true,90
BenchmarkTest00873,ldapi,true,90
BenchmarkTest00059,ldapi,true,90
BenchmarkTest00651,ldapi,true,90
BenchmarkTest01015,ldapi,true,90
BenchmarkTest00381,ldapi,true,90
BenchmarkTest00658,ldapi,true,90
BenchmarkTest00691,ldapi,false,90
BenchmarkTest00945,ldapi,false,90
BenchmarkTest00923,ldapi,false,90
BenchmarkTest00221,ldapi,false,90
BenchmarkTest01171,ldapi,false,90
BenchmarkTest00020,ldapi,false,90
BenchmarkTest00099,ldapi,false,90
BenchmarkTest00657,ldapi,false,90
BenchmarkTest00039,ldapi,false,90
BenchmarkTest00599,ldapi,false,90
BenchmarkTest00921,ldapi,false,90
BenchmarkTest00456,ldapi,false,90
BenchmarkTest01027,ldapi,false,90
BenchmarkTest00268,ldapi,false,90
BenchmarkTest00648,ldapi,false,90
BenchmarkTest00018,headerinj,true,113
BenchmarkTest00463,headerinj,true,113
BenchmarkTest01031,headerinj,true,113
BenchmarkTest01281,headerinj,true,113
BenchmarkTest00195,headerinj,true,113
BenchmarkTest00917,headerinj,true,113
BenchmarkTest00562,headerinj,true,113
BenchmarkTest01122,headerinj,true,113
BenchmarkTest00126,headerinj,true,113
BenchmarkTest01022,headerinj,true,113
BenchmarkTest00122,headerinj,true,113
BenchmarkTest00110,headerinj,true,113
BenchmarkTest01234,headerinj,true,113
BenchmarkTest00535,headerinj,true,113
BenchmarkTest00897,headerinj,true,113
BenchmarkTest00623,headerinj,false,113
BenchmarkTest00891,headerinj,false,113
BenchmarkTest00536,headerinj,false,113
BenchmarkTest00706,headerinj,false,113
BenchmarkTest00357,headerinj,false,113
BenchmarkTest00261,headerinj,false,113
BenchmarkTest00952,headerinj,false,113
BenchmarkTest00699,headerinj,false,113
BenchmarkTest01002,headerinj,false,113
BenchmarkTest00582,headerinj,false,113
BenchmarkTest01023,headerinj,false,113
BenchmarkTest00647,headerinj,false,113
BenchmarkTest01243,headerinj,false,113
BenchmarkTest01273,headerinj,false,113
BenchmarkTest00388,headerinj,false,113
BenchmarkTest00607,redirect,false,601
BenchmarkTest01080,pathtraver,false,22
BenchmarkTest01072,regex,true,1333
BenchmarkTest01139,regex,true,1333
BenchmarkTest00749,regex,true,1333
BenchmarkTest00965,regex,true,1333
BenchmarkTest00264,regex,true,1333
BenchmarkTest00547,regex,true,1333
BenchmarkTest00293,regex,true,1333
BenchmarkTest00553,regex,true,1333
BenchmarkTest00519,regex,true,1333
BenchmarkTest01232,regex,true,1333
BenchmarkTest00390,regex,true,1333
BenchmarkTest00885,regex,true,1333
BenchmarkTest00450,regex,true,1333
BenchmarkTest00902,regex,true,1333
BenchmarkTest00980,regex,true,1333
BenchmarkTest00355,regex,false,1333
BenchmarkTest01068,regex,false,1333
BenchmarkTest01081,regex,false,1333
BenchmarkTest00655,regex,false,1333
BenchmarkTest01032,regex,false,1333
BenchmarkTest00283,regex,false,1333
BenchmarkTest00862,regex,false,1333
BenchmarkTest01262,regex,false,1333
BenchmarkTest00021,regex,false,1333
BenchmarkTest00179,regex,false,1333
BenchmarkTest00826,regex,false,1333
BenchmarkTest00307,regex,false,1333
BenchmarkTest00291,regex,false,1333
BenchmarkTest00363,regex,false,1333
BenchmarkTest00575,regex,false,1333
BenchmarkTest00320,deserial,true,502
BenchmarkTest00787,deserial,true,502
BenchmarkTest00890,deserial,true,502
BenchmarkTest00431,deserial,true,502
BenchmarkTest00693,deserial,true,502
BenchmarkTest01200,deserial,true,502
BenchmarkTest00674,deserial,true,502
BenchmarkTest00597,deserial,true,502
BenchmarkTest01047,deserial,true,502
BenchmarkTest00846,deserial,true,502
BenchmarkTest00617,deserial,true,502
BenchmarkTest00563,deserial,true,502
BenchmarkTest01190,deserial,true,502
BenchmarkTest00574,deserial,true,502
BenchmarkTest01245,deserial,true,502
BenchmarkTest00723,deserial,false,502
BenchmarkTest00437,deserial,false,502
BenchmarkTest00956,deserial,false,502
BenchmarkTest00796,deserial,false,502
BenchmarkTest00768,deserial,false,502
BenchmarkTest00359,deserial,false,502
BenchmarkTest00930,deserial,false,502
BenchmarkTest00446,deserial,false,502
BenchmarkTest01016,deserial,false,502
BenchmarkTest01216,deserial,false,502
BenchmarkTest00376,deserial,false,502
BenchmarkTest00006,deserial,false,502
BenchmarkTest01084,deserial,false,502
BenchmarkTest01143,deserial,false,502
BenchmarkTest00953,deserial,false,502
BenchmarkTest00084,xxe,true,611
BenchmarkTest00866,xxe,true,611
BenchmarkTest00645,xxe,true,611
BenchmarkTest00416,xxe,true,611
BenchmarkTest01186,xxe,true,611
BenchmarkTest00043,xxe,true,611
BenchmarkTest00613,xxe,true,611
BenchmarkTest01095,xxe,true,611
BenchmarkTest01019,xxe,true,611
BenchmarkTest00351,xxe,true,611
BenchmarkTest00753,xxe,true,611
BenchmarkTest00286,xxe,true,611
BenchmarkTest01025,xxe,true,611
BenchmarkTest01087,xxe,true,611
BenchmarkTest01265,xxe,true,611
BenchmarkTest00515,xxe,false,611
BenchmarkTest00282,xxe,false,611
BenchmarkTest00764,xxe,false,611
BenchmarkTest00447,xxe,false,611
BenchmarkTest01218,xxe,false,611
BenchmarkTest01282,xxe,false,611
BenchmarkTest00109,xxe,false,611
BenchmarkTest01205,xxe,false,611
BenchmarkTest00988,xxe,false,611
BenchmarkTest00169,xxe,false,611
BenchmarkTest00191,xxe,false,611
BenchmarkTest00038,xxe,false,611
BenchmarkTest00026,xxe,false,611
BenchmarkTest00506,xxe,false,611
BenchmarkTest00542,xxe,false,611
BenchmarkTest00879,hardcodedcreds,true,798
BenchmarkTest00241,hardcodedcreds,true,798
BenchmarkTest00060,hardcodedcreds,true,798
BenchmarkTest00894,hardcodedcreds,true,798
BenchmarkTest00078,hardcodedcreds,true,798
BenchmarkTest01202,hardcodedcreds,true,798
BenchmarkTest00002,hardcodedcreds,true,798
BenchmarkTest00538,hardcodedcreds,true,798
BenchmarkTest01191,hardcodedcreds,true,798
BenchmarkTest00486,hardcodedcreds,true,798
BenchmarkTest01125,hardcodedcreds,true,798
BenchmarkTest01086,hardcodedcreds,true,798
BenchmarkTest00737,hardcodedcreds,true,798
BenchmarkTest00405,hardcodedcreds,true,798
BenchmarkTest00430,hardcodedcreds,true,798
BenchmarkTest00196,hardcodedcreds,false,798
BenchmarkTest00592,hardcodedcreds,false,798
BenchmarkTest00062,hardcodedcreds,false,798
BenchmarkTest00025,hardcodedcreds,false,798
BenchmarkTest01247,hardcodedcreds,false,798
BenchmarkTest00266,hardcodedcreds,false,798
BenchmarkTest00044,hardcodedcreds,false,798
BenchmarkTest01168,hardcodedcreds,false,798
BenchmarkTest01280,hardcodedcreds,false,798
BenchmarkTest01219,hardcodedcreds,false,798
BenchmarkTest00738,hardcodedcreds,false,798
BenchmarkTest00799,hardcodedcreds,false,798
BenchmarkTest00557,hardcodedcreds,false,798
BenchmarkTest01117,hardcodedcreds,false,798
BenchmarkTest00353,hardcodedcreds,false,798
